track_id,timestamp,x by QP,y by QP,vx by QP,vy by QP,psi_rad,length,width,AstarX,AstarY,AstarVX,AstarVY,QPX,QPY,QPVX,QPVY,D2X,D2Y
0,4900,11.1344,0,6.34633,0,0,4.67,1.74,11.1352,0,6.36288,0,11.1343,0,6.34415,0,-0.186041,0
0,5000,11.7682,0,6.32978,0,0,4.67,1.74,11.769,0,6.34633,0,11.7681,0,6.32759,0,-0.186062,0
0,5100,12.4004,0,6.31323,0,0,4.67,1.74,12.4012,0,6.32978,0,12.4002,0,6.31104,0,-0.186064,0
0,5200,13.0309,0,6.29668,0,0,4.67,1.74,13.0317,0,6.31323,0,13.0307,0,6.29449,0,-0.186064,0
0,5300,13.6647,0,6.37806,0,0,4.67,1.74,13.6655,0,6.39668,0,13.6646,0,6.37588,0,0.71439,0
0,5400,14.297,0,6.2701,0,0,4.67,1.74,14.2975,0,6.27806,0,14.2975,0,6.2785,0,-0.943293,0
0,5500,14.9182,0,6.15622,0,0,4.67,1.74,14.919,0,6.1701,0,14.9176,0,6.14514,0,-1.14563,0
0,5600,15.528,0,6.04234,0,0,4.67,1.74,15.5288,0,6.05622,0,15.5273,0,6.02888,0,-1.16443,0
0,5700,16.1264,0,5.92845,0,0,4.67,1.74,16.1272,0,5.94234,0,16.1257,0,5.91477,0,-1.16618,0
0,5800,16.7134,0,5.81457,0,0,4.67,1.74,16.7142,0,5.82845,0,16.7127,0,5.80087,0,-1.16634,0
0,5900,17.289,0,5.70068,0,0,4.67,1.74,17.2899,0,5.71457,0,17.2883,0,5.68698,0,-1.16635,0
0,6000,17.8533,0,5.5868,0,0,4.67,1.74,17.8541,0,5.60068,0,17.8525,0,5.5731,0,-1.16636,0
0,6100,18.4061,0,5.47292,0,0,4.67,1.74,18.407,0,5.4868,0,18.4054,0,5.45922,0,-1.16636,0
0,6200,18.9476,0,5.35903,0,0,4.67,1.74,18.9484,0,5.37292,0,18.9469,0,5.34533,0,-1.16636,0
0,6300,19.4777,0,5.24515,0,0,4.67,1.74,19.4785,0,5.25903,0,19.4769,0,5.23145,0,-1.16636,0
0,6400,19.9964,0,5.13126,0,0,4.67,1.74,19.9972,0,5.14515,0,19.9956,0,5.11756,0,-1.16636,0
0,6500,20.5037,0,5.01738,0,0,4.67,1.74,20.5045,0,5.03126,0,20.5029,0,5.00368,0,-1.16636,0
